"","accGenus","PalmTribe","PalmSubfamily","Climbing","Acaulescent","Erect","StemSolitary","StemArmed","LeavesArmed","MaxStemHeight_m","MaxStemDia_cm","UnderstoreyCanopy","Max_Blade_Length_m","AverageFruitLength_cm","AverageFruitWidth_cm","MinFruitWidth_cm","MaxFruitWidth_cm","FruitSizeCategorical","FruitShape","MainFruitColors"
"370","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 25.0","canopy"," 4.170"," 1.1000000"," 1.1000000"," 1.000"," 1.200","small","globose","brown"
"371","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  7.00","  4.0","canopy"," 0.850"," 0.7500000"," 0.5000000"," 0.400"," 0.600","small","globose","red"
"372","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  7.00"," 12.0","canopy"," 2.270"," 1.5000000"," 0.8500000"," 0.700"," 1.000","small","globose","yellow"
"373","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 18.00"," 20.0","canopy"," 3.100"," 1.3000000"," 0.7500000"," 0.500"," 1.000","small","ellipsoid","green"
"374","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 25.00"," 35.0","canopy"," 4.500"," 0.9000000"," 0.5500000"," 0.400"," 0.700","small","globose","orange"
"375","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 25.00"," 29.0","canopy"," 3.620"," 0.5000000"," 0.5000000"," 0.400"," 0.600","small","ovoid","yellow"
"376","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  6.00","  1.0","canopy"," 4.100"," 2.3500000"," 1.6000000"," 1.400"," 1.800","small","ovoid","green"
"377","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  5.00","  3.0","understorey"," 1.000"," 0.7500000"," 0.3500000"," 0.300"," 0.400","small","ovoid","red"
"378","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  0.50","  0.5","understorey"," 0.330"," 1.4500000"," 0.4000000"," 0.300"," 0.500","small","globose","red"
"379","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00","  6.0","canopy"," 1.030"," 0.9000000"," 0.6500000"," 0.500"," 0.800","small","ovoid","green"
"380","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  2.00","  0.8","understorey"," 0.400"," 0.9500000"," 0.4500000"," 0.400"," 0.500","small","ovoid","orange"
"381","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"," 20.00"," 15.0","canopy"," 1.800"," 1.4000000"," 1.1000000"," 0.700"," 1.500","small","ovoid","yellow"
"382","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  8.00","  4.0","canopy"," 1.500"," 0.8000000"," 0.5500000"," 0.300"," 0.800","small","globose","red"
"383","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 13.0","canopy"," 3.070"," 1.6000000"," 1.4000000"," 1.300"," 1.500","small","ovoid","green"
"384","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"," 18.00"," 15.0","canopy"," 2.400"," 1.3500000"," 0.6000000"," 0.500"," 0.700","small","globose","red"
"385","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 30.0","canopy"," 6.500"," 1.7000000"," 1.4000000"," 1.200"," 1.600","small","globose","brown"
"386","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 30.00"," 40.0","canopy"," 5.400"," 0.6000000"," 0.6000000"," 0.500"," 0.700","small","","multicolor"
"387","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00"," 40.0","canopy"," 4.570"," 1.3500000"," 0.7000000"," 0.600"," 0.800","small","globose","orange"
"388","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  7.00","  4.0","canopy"," 0.860"," 0.7500000"," 0.5000000"," 0.400"," 0.600","small","globose","red"
"389","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  4.00","  3.0","understorey"," 2.000"," 0.9500000"," 0.5500000"," 0.500"," 0.600","small","","multicolor"
"390","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  1.00","  0.7","understorey"," 0.230"," 0.6500000"," 0.2500000"," 0.200"," 0.300","small","","multicolor"
"391","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  1.00","  7.0","understorey"," 0.470"," 2.1500000"," 1.6000000"," 1.200"," 2.000","small","ovoid","multicolor"
"392","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  5.0","understorey"," 2.000"," 1.6000000"," 1.2000000"," 0.900"," 1.500","small","globose","black"
"393","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  5.50"," 15.0","canopy"," 1.420"," 1.3000000"," 0.6000000"," 0.500"," 0.700","small","ovoid","multicolor"
"394","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.00","  1.0","understorey"," 0.320"," 1.3500000"," 0.5000000"," 0.400"," 0.600","small","","red"
"395","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  4.00","  2.0","understorey"," 0.960"," 0.8500000"," 0.5000000"," 0.350"," 0.650","small","","red"
"396","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  6.00","  4.0","canopy"," 1.950"," 1.3000000"," 0.9500000"," 0.900"," 1.000","small","globose","purple"
"397","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  0.50","  0.4","understorey"," 0.600"," 0.9750000"," 0.5250000"," 0.500"," 0.550","small","globose","green"
"398","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  1.00","  0.6","understorey"," 0.480"," 1.0000000"," 0.4000000"," 0.300"," 0.500","small","globose","red"
"399","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 60.0","canopy"," 2.700"," 1.7500000"," 1.2000000"," 1.100"," 1.300","small","ovoid","multicolor"
"400","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 25.00"," 40.0","canopy"," 3.650"," 0.5250000"," 0.4500000"," 0.400"," 0.500","small","ovoid","multicolor"
"401","Dypsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 17.00"," 37.0","canopy"," 4.300"," 2.2500000"," 1.7000000"," 1.400"," 2.000","small","ovoid","black"
"402","Elaeis","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 30.00"," 50.0","canopy"," 7.500"," 4.2500000"," 2.5000000"," 2.000"," 3.000","large","","black"
"403","Elaeis","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","  6.00"," 40.0","canopy","11.300"," 2.7500000"," 1.9000000"," 1.800"," 2.000","small","globose","red"
"404","Eremospatha","Lepidocaryeae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 30.00","  1.5","canopy"," 2.400"," 2.5500000"," 1.6000000"," 1.500"," 1.700","small","ovoid","red"
"405","Eremospatha","Lepidocaryeae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 50.00","  1.5","canopy"," 2.000"," 2.7500000"," 1.7500000"," 1.600"," 1.900","small","globose","red"
"406","Eremospatha","Lepidocaryeae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 15.00","  1.5","canopy"," 2.000"," 2.2000000"," 1.8000000"," 1.600"," 2.000","small","globose","red"
"407","Eremospatha","Lepidocaryeae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 25.00"," 70.0","canopy"," 1.200"," 2.7500000"," 1.7500000"," 1.500"," 2.000","small","","red"
"408","Eremospatha","Lepidocaryeae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 75.00","  1.8","canopy"," 1.500"," 2.8500000"," 1.2500000"," 1.000"," 1.500","small","ovoid","red"
"409","Eremospatha","Lepidocaryeae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 60.00","  2.0","canopy"," 2.000"," 3.0000000"," 2.1000000"," 1.800"," 2.400","small","ovoid","brown"
"410","Eugeissona","Eugeissoneae","Calamoideae","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","  1.50"," 15.0","understorey"," 5.000"," 8.0000000"," 4.5000000"," 3.000"," 6.000","large","elongate","brown"
"411","Euterpe","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 25.0","canopy"," 4.800"," 1.2000000"," 1.2000000"," 1.000"," 1.400","small","","black"
"412","Euterpe","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 15.0","canopy"," 3.000"," 1.0500000"," 1.0500000"," 0.800"," 1.300","small","ovoid","black"
"413","Euterpe","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00"," 15.0","canopy"," 3.540"," 1.2000000"," 1.2000000"," 1.000"," 1.400","small","","black"
"414","Euterpe","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00","  8.0","canopy"," 3.410"," 1.1000000"," 1.1000000"," 1.000"," 1.200","small","","black"
"415","Euterpe","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"," 20.00"," 20.0","canopy"," 4.300"," 1.5000000"," 1.5000000"," 1.000"," 2.000","small","pyramidal","black"
"416","Euterpe","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 30.0","canopy"," 4.950"," 1.1000000"," 1.1000000"," 0.900"," 1.300","small","globose","black"
"417","Gaussia","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 15.0","canopy"," 3.800"," 1.2500000"," 1.2500000"," 1.000"," 1.500","small","","red"
"418","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.00","  1.6","understorey"," 0.680"," 0.9500000"," 0.6100000"," 0.500"," 0.780","small","ovoid","black"
"419","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00","  3.0","understorey"," 1.100"," 1.0600000"," 0.7153750"," 0.500"," 0.960","small","globose","black"
"420","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  0.40","  1.2","understorey"," 0.680"," 0.7300000"," 0.6100000"," 0.600"," 0.620","small","globose","multicolor"
"421","Geonoma","Geonomateae","Arecoideae","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","  1.00","  3.5","understorey"," 1.040"," 0.6800000"," 0.5693023"," 0.450"," 0.650","small","ovoid","black"
"422","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  4.0","understorey"," 1.000"," 1.0700000"," 0.6940909"," 0.600"," 0.890","small","globose","black"
"423","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.00","  5.0","understorey"," 1.980"," 1.8900000"," 1.5705263"," 1.130"," 1.780","small","globose","black"
"424","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  3.50","  1.2","understorey"," 0.490"," 0.7700000"," 0.6700000"," 0.610"," 0.730","small","","black"
"425","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  8.00","  4.0","canopy"," 1.830"," 1.2400000"," 0.9762500"," 0.810"," 1.170","small","","black"
"426","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.00","  3.4","understorey"," 1.200"," 0.7600000"," 0.5392593"," 0.440"," 0.650","small","globose","black"
"427","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  7.00","  3.0","canopy"," 1.750"," 0.6600000"," 0.5667568"," 0.440"," 0.740","small","elongate","black"
"428","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  3.50","  1.1","understorey"," 0.700"," 0.7300000"," 0.6600000"," 0.650"," 0.675","small","","black"
"429","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.00","  1.1","understorey"," 0.600"," 0.8600000"," 0.5100000"," 0.470"," 0.530","small","","black"
"430","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  5.00","  2.5","understorey"," 0.980"," 0.6900000"," 0.5368750"," 0.420"," 0.730","small","ovoid","black"
"431","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  1.20","  0.8","understorey"," 0.320"," 0.6200000"," 0.5400000"," 0.470"," 0.630","small","globose","multicolor"
"432","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00"," 12.0","canopy"," 3.100"," 0.5800000"," 0.4575000"," 0.360"," 0.630","small","ovoid","black"
"433","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  1.0","understorey"," 0.187"," 0.7800000"," 0.6063636"," 0.540"," 0.680","small","ovoid","black"
"434","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  5.00","  1.3","understorey"," 0.495"," 0.7800000"," 0.6200000"," 0.500"," 0.740","small","globose","black"
"435","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  1.0","understorey"," 0.710"," 0.8000000"," 0.7161905"," 0.600"," 0.780","small","globose","black"
"436","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  1.00","  4.0","understorey"," 1.425"," 0.6000000"," 0.4600000"," 0.400"," 0.520","small","pyramidal","black"
"437","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  5.00","  2.1","understorey"," 1.590"," 0.6500000"," 0.5300000"," 0.430"," 0.630","small","globose","black"
"438","Geonoma","Geonomateae","Arecoideae","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","  1.00","  5.0","understorey"," 3.205"," 0.8217143"," 0.7250000"," 0.470"," 0.980","small","ovoid","black"
"439","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  9.00","  5.0","canopy"," 2.200"," 1.1130709"," 0.8232283"," 0.500"," 1.300","small","globose","black"
"440","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  0.70","  0.7","understorey"," 0.315"," 0.6700000"," 0.5220000"," 0.490"," 0.550","small","elongate","black"
"441","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  2.40","  1.7","understorey"," 0.785"," 0.5600000"," 0.4550000"," 0.410"," 0.500","small","globose","multicolor"
"442","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  2.50","  2.4","understorey"," 1.670"," 1.6200000"," 1.3733333"," 1.240"," 1.630","small","","multicolor"
"443","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  2.50","  5.0","understorey"," 0.370"," 0.6625000"," 0.6000000"," 0.565"," 0.640","small","globose","black"
"444","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00","  6.0","understorey"," 1.660"," 0.7000000"," 0.6897368"," 0.510"," 1.290","small","elongate","black"
"445","Geonoma","Geonomateae","Arecoideae","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","  0.30","  2.0","understorey"," 0.980"," 0.7937500"," 0.5625000"," 0.530"," 0.600","small","ovoid","black"
"446","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  3.00","  1.5","understorey"," 0.710"," 0.9600000"," 0.7800000"," 0.560"," 1.000","small","","black"
"447","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00","  5.0","understorey"," 1.200"," 0.7200000"," 0.6300000"," 0.460"," 0.800","small","globose","black"
"448","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  7.50","  7.0","canopy"," 1.675"," 1.0646277"," 0.7350000"," 0.470"," 1.000","small","","black"
"449","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  1.50","  1.0","understorey"," 0.250"," 0.8500000"," 0.6000000"," 0.460"," 0.720","small","","black"
"450","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00","  4.0","understorey"," 0.850"," 0.9300000"," 0.8250000"," 0.590"," 1.060","small","","black"
"451","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.00","  1.5","understorey"," 0.880"," 0.5900000"," 0.4900000"," 0.430"," 0.560","small","ovoid","multicolor"
"452","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  5.00","  5.0","understorey"," 1.340"," 0.8600000"," 0.6527852"," 0.400"," 1.000","small","globose","black"
"453","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  1.30","  1.3","understorey"," 0.570"," 0.7300000"," 0.5150000"," 0.450"," 0.580","small","","black"
"454","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  4.00","  1.0","understorey"," 0.500"," 0.5300000"," 0.4820000"," 0.410"," 0.550","small","globose","green"
"455","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  3.00","  1.0","understorey"," 0.527"," 0.6914286"," 0.5500000"," 0.480"," 0.610","small","ovoid","black"
"456","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00","  5.0","canopy"," 2.100"," 1.2970000"," 1.0490000"," 0.760"," 1.270","small","globose","black"
"457","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  2.5","understorey"," 1.500"," 1.2600000"," 1.0300000"," 0.970"," 1.100","small","ovoid","multicolor"
"458","Geonoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 10.0","canopy"," 3.790"," 0.9500000"," 0.6895960"," 0.380"," 1.200","small","globose","black"
"459","Hedyscepe","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 20.0","canopy"," 3.000"," 4.0000000"," 2.7500000"," 2.600"," 2.900","large","ovoid","red"
"460","Heterospathe","Areceae","Arecoideae","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","  2.50","  5.0","understorey"," 1.400"," 1.2500000"," 0.9000000"," 0.800"," 1.000","small","elongate","red"
"461","Howea","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00"," 15.0","canopy"," 5.000"," 3.5000000"," 2.5000000"," 2.000"," 3.000","small","","red"
"462","Howea","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 25.00"," 15.0","canopy"," 5.000"," 4.0000000"," 2.5000000"," 2.000"," 3.000","large","globose","red"
"463","Hydriastele","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 32.00"," 28.0","canopy"," 3.000"," 1.2000000"," 0.7000000"," 0.600"," 0.800","small","","white"
"464","Hydriastele","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 10.0","canopy"," 1.850"," 0.9750000"," 0.6500000"," 0.400"," 0.900","small","ovoid","red"
"465","Hydriastele","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 35.00"," 40.0","canopy"," 4.500"," 0.8500000"," 0.4750000"," 0.450"," 0.500","small","","black"
"466","Hydriastele","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 27.00"," 15.0","canopy"," 2.750"," 1.2500000"," 0.5500000"," 0.500"," 0.600","small","ovoid","yellow"
"467","Hydriastele","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  5.00","  2.0","understorey"," 0.400"," 1.3500000"," 0.6500000"," 0.500"," 0.800","small","ellipsoid","red"
"468","Hydriastele","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 28.0","canopy"," 1.800"," 1.5500000"," 0.6250000"," 0.600"," 0.650","small","ovoid","red"
"469","Hydriastele","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 24.00"," 25.0","canopy"," 2.500"," 1.0000000"," 0.6500000"," 0.400"," 0.900","small","globose","red"
"470","Hydriastele","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00","  7.5","canopy"," 1.300"," 1.3000000"," 0.6000000"," 0.400"," 0.800","small","ellipsoid","red"
"471","Hydriastele","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  8.00","  4.0","canopy"," 1.400"," 1.1000000"," 0.7000000"," 0.630"," 0.780","small","globose","red"
"472","Hydriastele","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 25.00"," 12.0","canopy"," 2.500"," 0.9000000"," 0.6500000"," 0.500"," 0.800","small","globose","red"
"473","Hyophorbe","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  6.00"," 14.0","canopy"," 1.400"," 3.8000000"," 3.4000000"," 3.300"," 3.500","small","globose","brown"
"474","Hyophorbe","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00"," 13.0","canopy"," 3.000"," 2.3000000"," 1.0500000"," 1.000"," 1.100","small","ovoid","red"
"475","Hyospathe","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00","  8.0","canopy"," 2.000"," 1.1500000"," 0.7500000"," 0.300"," 1.200","small","globose","black"
"476","Hyospathe","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  2.50","  0.9","understorey"," 0.260"," 0.9000000"," 0.6100000"," 0.590"," 0.630","small","","multicolor"
"477","Hyospathe","Euterpeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  3.0","understorey"," 1.200"," 0.9300000"," 0.6500000"," 0.400"," 0.900","small","","black"
"478","Hyphaene","Borasseae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 20.00"," 40.0","canopy"," 1.500"," 8.5000000"," 6.5000000"," 5.000"," 8.000","large","","brown"
"479","Hyphaene","Borasseae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","  6.00"," 30.0","canopy"," 1.170"," 4.5000000"," 3.2500000"," 2.500"," 4.000","large","elongate","brown"
"480","Hyphaene","Borasseae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 20.00"," 35.0","canopy"," 0.750"," 6.5000000"," 5.5000000"," 5.000"," 7.000","large","globose","brown"
"481","Iguanura","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  5.00","  1.5","understorey"," 2.000"," 1.5000000"," 0.5500000"," 0.500"," 0.600","small","ovoid","red"
"482","Iguanura","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00","  3.5","understorey"," 2.000"," 2.4000000"," 1.4000000"," 0.800"," 2.000","small","","red"
"483","Iriartea","Irarteeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 30.00"," 70.0","canopy"," 5.550"," 2.3500000"," 2.5000000"," 2.000"," 3.000","small","globose","black"
"484","Iriartella","Irarteeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00","  5.0","canopy"," 1.360"," 1.5500000"," 0.8500000"," 0.700"," 1.000","small","","red"
"485","Iriartella","Irarteeae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  3.00","  2.0","understorey"," 1.220"," 1.2000000"," 0.7000000"," 0.500"," 0.500","small","","orange"
"486","Itaya","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00"," 10.0","understorey"," 1.400"," 2.2500000"," 1.7500000"," 1.500"," 2.000","small","globose","green"
"487","Johannesteijsmannia","Trachycarpeae","Coryphoideae","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","  0.00"," 15.0","understorey"," 4.000"," 5.0000000"," 4.5000000"," 4.000"," 5.000","large","globose","brown"
"488","Juania","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 26.0","canopy"," 5.000"," 1.6500000"," 1.6500000"," 1.500"," 1.800","small","ovoid","red"
"489","Jubaea","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 25.00","130.0","canopy"," 5.500"," 3.7500000"," 3.5000000"," 3.000"," 4.000","small","ovoid","brown"
"490","Kentiopsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 30.00"," 28.0","canopy"," 3.100"," 1.7000000"," 0.8500000"," 0.800"," 0.900","small","globose","red"
"491","Kentiopsis","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 25.0","canopy"," 2.500"," 2.0000000"," 0.9500000"," 0.900"," 1.000","small","","purple"
"492","Kerriodoxa","Chuniophoeniceae","Coryphoideae","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","  7.00"," 20.0","canopy"," 1.270"," 4.0000000"," 4.5000000"," 4.000"," 5.000","large","ovoid","brown"
"493","Korthalsia","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"," 50.00","  4.0","canopy"," 2.500"," 2.0000000"," 1.0500000"," 1.000"," 1.100","small","globose","brown"
"494","Korthalsia","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 40.00","  5.0","canopy"," 3.000"," 1.8500000"," 1.0500000"," 1.000"," 1.100","small","elongate","brown"
